id,thomas_id,api_uri,first_name,middle_name,last_name,party,twitter_account,facebook_account,facebook_id,url,rss_url,domain,seniority,state,district,missed_votes_pct,votes_with_party_pct
S001169,1874,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001169.json,Joe,,Sestak,D,JoeSestak,,,,,,2,PA,7,2.93,95.99
S001170,1861,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001170.json,Carol,,Shea-Porter,D,RepSheaPorter,RepSheaPorter,422460677824474,http://shea-porter.house.gov,http://shea-porter.house.gov/rss.xml,shea-porter.house.gov,2,NH,1,1.87,97.12
S001171,1859,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001171.json,Heath,,Shuler,D,,,,,,,2,NC,11,3.79,85.37
S001172,1860,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001172.json,Adrian,,Smith,R,RepAdrianSmith,,,http://www.adriansmith.house.gov,http://adriansmith.house.gov/rss.xml,www.adriansmith.house.gov,2,NE,3,1.07,93.48
S001173,1871,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001173.json,Zack,,Space,D,,,,,,,2,OH,18,3.25,91.79
S001174,1870,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001174.json,Betty,,Sutton,D,BettySutton,,,,,,2,OH,13,3.04,97.36
S001175,1890,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001175.json,Jackie,,Speier,D,repspeier,JackieSpeier,99332606976,http://speier.house.gov,http://speier.house.gov/index.php?format=feed&type=rss,speier.house.gov,2,CA,12,16.83,98.12
S001176,1892,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/S001176.json,Steve,,Scalise,R,SteveScalise,RepSteveScalise,50936151681,http://scalise.house.gov,http://scalise.house.gov/rss.xml,scalise.house.gov,2,LA,1,0.00,93.60
T000038,1137,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000038.json,John,,Tanner,D,,,,,,,20,TN,8,3.47,91.71
T000057,1533,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000057.json,Ellen,O.,Tauscher,D,,,,,,,12,CA,10,1.07,97.84
T000074,1142,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000074.json,Gene,,Taylor,D,,,,,,,20,MS,4,3.04,85.42
T000193,1151,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000193.json,Bennie,,Thompson,D,BennieGThompson,7259193379,7259193379,http://benniethompson.house.gov,http://benniethompson.house.gov/index.php?format=feed&type=rss,benniethompson.house.gov,16,MS,2,2.77,96.65
T000238,1155,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000238.json,William,M.,Thornberry,R,MacTXPress,repmacthornberry,7760165627,http://thornberry.house.gov/,,thornberry.house.gov,14,TX,13,1.76,90.17
T000260,1158,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000260.json,Todd,,Tiahrt,R,RepToddTiahrt,,,,,,14,KS,4,4.59,91.28
T000266,1535,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000266.json,John,F.,Tierney,D,RepTierney,CongressmanJohnTierney,203760666318846,http://tierney.house.gov,http://tierney.house.gov/index.php?format=feed&type=rss,tierney.house.gov,12,MA,6,2.72,96.82
T000326,1165,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000326.json,Edolphus,,Towns,D,edtowns,,,,,,26,NY,10,6.29,96.36
T000458,1592,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000458.json,Thomas,G.,Tancredo,R,,,,,,,10,CO,6,24.37,86.46
T000459,1566,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000459.json,Lee,,Terry,R,LEETERRYNE,leeterry,393886975960,http://leeterry.house.gov,http://leeterry.house.gov/index.php?format=feed&type=rss,leeterry.house.gov,10,NE,2,3.15,90.20
T000460,1593,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000460.json,Mike,,Thompson,D,RepThompson,RepMikeThompson,7109195747,http://mikethompson.house.gov,http://mikethompson.house.gov/news/rss.aspx,mikethompson.house.gov,10,CA,1,1.81,95.65
T000462,1664,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000462.json,Pat,,Tiberi,R,tiberipress,RepPatTiberi,90452932937,http://tiberi.house.gov,http://tiberi.house.gov/news/rss.aspx,tiberi.house.gov,8,OH,12,1.92,91.63
T000463,1741,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000463.json,Michael,R.,Turner,R,RepMikeTurner,RepMikeTurner,9275036647,http://turner.house.gov/,http://turner.house.gov/news/rss.aspx,turner.house.gov,6,OH,3,2.08,87.58
T000465,1884,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/T000465.json,Niki,,Tsongas,D,nikiinthehouse,RepTsongas,131079823624873,http://tsongas.house.gov,http://tsongas.house.gov/rss/press-releases.xml,tsongas.house.gov,2,MA,5,1.01,98.31
U000031,1177,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/U000031.json,Fred,,Upton,R,RepFredUpton,RepFredUpton,212027388827797,http://upton.house.gov/,http://upton.house.gov/news/rss.aspx,upton.house.gov,22,MI,6,0.53,88.69
U000038,1595,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/U000038.json,Mark,,Udall,D,MarkUdall,markudall,17204170252,http://www.markudall.senate.gov/,http://www.markudall.senate.gov/rss/?p=blog,,10,CO,2,9.76,95.04
U000039,1567,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/U000039.json,Tom,,Udall,D,SenatorTomUdall,senatortomudall,106433512869,http://www.tomudall.senate.gov/,http://www.tomudall.senate.gov/rss/,,10,NM,3,4.32,97.05
V000081,1184,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/V000081.json,Nydia,M.,Velázquez,D,NydiaVelazquez,,,http://velazquez.house.gov/,,velazquez.house.gov,16,NY,12,1.71,96.64
V000108,1188,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/V000108.json,Peter,J.,Visclosky,D,repvisclosky,repvisclosky,118723661514709,http://visclosky.house.gov,http://visclosky.house.gov/rss.xml,visclosky.house.gov,24,IN,1,2.56,97.21
V000128,1729,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/V000128.json,Chris,,"Van Hollen",D,chrisvanhollen,chrisvanhollen,109304033877,http://vanhollen.house.gov,http://vanhollen.house.gov/news/rss.aspx,vanhollen.house.gov,6,MD,8,1.55,97.72
W000099,1197,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000099.json,James,T.,Walsh,R,,,,,,,20,NY,25,5.60,82.54
W000119,1199,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000119.json,Zach,,Wamp,R,zachwamp,,,,,,14,TN,3,3.41,92.38
W000187,1205,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000187.json,Maxine,,Waters,D,MaxineWaters,MaxineWaters,117483585008,http://waters.house.gov/,http://waters.house.gov/news/rss.aspx,waters.house.gov,18,CA,35,6.61,94.92
W000207,1207,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000207.json,Melvin,,Watt,D,MelWattNC12,CongressmanMelWatt,191136754250537,http://watt.house.gov,http://watt.house.gov/index.php?format=feed&type=rss,watt.house.gov,16,NC,12,1.23,96.71
W000215,1209,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000215.json,Henry,A.,Waxman,D,WaxmanClimate,Rep.HenryWaxman,129514917081997,http://www.henrywaxman.house.gov,http://waxman.house.gov/rss.xml,www.henrywaxman.house.gov,34,CA,30,5.76,97.11
W000267,1215,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000267.json,David,J.,Weldon,R,,,,,,,14,FL,15,8.00,89.51
W000273,1216,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000273.json,Gerald,C.,Weller,R,,,,,,,14,IL,11,14.99,85.76
W000314,1537,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000314.json,Robert,,Wexler,D,,,,,,,12,FL,19,9.39,97.00
W000413,1222,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000413.json,Edward,,Whitfield,R,repedwhitfield,RepEdWhitfield,91115765425,http://whitfield.house.gov/,http://whitfield.house.gov/rss.xml,whitfield.house.gov,14,KY,1,3.79,88.47
W000437,1226,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000437.json,Roger,,Wicker,R,senatorwicker,SenatorWicker,,http://www.wicker.senate.gov,,wicker.senate.gov,14,MS,1,2.61,90.04
W000672,1238,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000672.json,Frank,R.,Wolf,R,RepWOLFPress,RepFrankWolf,335759964938,http://wolf.house.gov/,http://wolf.house.gov/common/rss//index.cfm?rss=34,wolf.house.gov,28,VA,10,1.55,86.73
W000738,1242,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000738.json,Lynn,,Woolsey,D,RepLynnWoolsey,,,,,,16,CA,6,9.07,95.31
W000784,1251,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000784.json,Albert,Russell,Wynn,D,,,,,,,16,MD,4,10.24,97.06
W000789,1539,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000789.json,Heather,A.,Wilson,R,,,,,,,12,NM,1,6.03,87.12
W000791,1596,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000791.json,Greg,,Walden,R,repgregwalden,repgregwalden,313301365382225,http://walden.house.gov,http://walden.house.gov/common/rss/?rss=100,walden.house.gov,10,OR,2,2.45,89.01
W000792,1597,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000792.json,Anthony,,Weiner,D,repweiner,,,,,,10,NY,9,6.03,96.88
W000793,1598,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000793.json,David,,Wu,D,davidwu2010,,,,,,10,OR,1,1.65,96.10
W000794,1682,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000794.json,Diane,,Watson,D,,,,,,,8,CA,33,4.48,96.54
W000795,1688,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000795.json,Joe,,Wilson,R,USRepJoeWilson,JoeWilson,70150469414,http://joewilson.house.gov,http://joewilson.house.gov/news/rss.aspx,joewilson.house.gov,8,SC,2,1.23,92.06
W000796,1779,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000796.json,Lynn,,Westmoreland,R,repwestmoreland,71389451419,71389451419,http://westmoreland.house.gov/,http://westmoreland.house.gov/index.php?format=feed&type=rss,westmoreland.house.gov,4,GA,3,8.11,88.86
W000797,1777,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000797.json,Debbie,,"Wasserman Schultz",D,,RepDWS,88904724121,http://wassermanschultz.house.gov,http://wassermanschultz.house.gov/atom.xml,wassermanschultz.house.gov,4,FL,20,3.15,97.30
W000798,1855,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000798.json,Tim,,Walberg,R,RepWalberg,RepWalberg,187654104587692,http://walberg.house.gov,http://walberg.house.gov/news/rss.aspx,walberg.house.gov,2,MI,7,1.55,90.90
W000799,1856,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000799.json,Tim,,Walz,D,RepTimWalz,,,http://walz.house.gov,http://walz.house.gov/index.php?format=feed&type=rss,walz.house.gov,2,MN,1,0.37,95.66
W000800,1879,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000800.json,Peter,,Welch,D,,PeterWelch,72680720883,http://www.welch.house.gov,http://www.welch.house.gov/index.php?format=feed&type=rss,www.welch.house.gov,2,VT,1,1.33,96.00
W000801,1869,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000801.json,Charlie,,Wilson,D,,,,,,,2,OH,6,6.45,94.70
W000804,1886,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/W000804.json,Robert,J.,Wittman,R,RobWittman,RepRobWittman,38932542633,http://www.wittman.house.gov,http://www.wittman.house.gov/index.php?format=feed&type=rss,www.wittman.house.gov,2,VA,1,0.98,94.63
Y000031,1255,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Y000031.json,"C. W. Bill",,Young,R,,,,http://young.house.gov/,http://young.house.gov/rss.xml,young.house.gov,38,FL,10,4.37,88.01
Y000033,1256,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Y000033.json,Don,,Young,R,repdonyoung,RepDonYoung,7476269851,http://donyoung.house.gov,http://donyoung.house.gov/news/rss.aspx,donyoung.house.gov,36,AK,1,16.91,86.14
Y000062,1853,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/Y000062.json,John,,Yarmuth,D,RepJohnYarmuth,214258646163,214258646163,http://yarmuth.house.gov,,yarmuth.house.gov,2,KY,3,2.29,96.83
